Bin,p
SRR11674001,p__Pseudomonadota
SRR11674012,p__Pseudomonadota
SRR11674015,p__Bacteroidota
SRR11674015,p__Bacteroidota
SRR11674015,p__Pseudomonadota
SRR11674018,p__Bacteroidota
SRR11674018,p__Pseudomonadota
SRR11674018,p__Krumholzibacteriota
SRR11674018,p__Pseudomonadota
SRR11674018,p__Pseudomonadota
SRR11674019,p__Planctomycetota
SRR11674021,p__Planctomycetota
SRR11674021,p__Chloroflexota
SRR11674022,p__Pseudomonadota
SRR11674025,p__Elusimicrobiota
SRR11674037,p__Pseudomonadota
SRR11674038,p__Myxococcota
SRR11674038,p__Pseudomonadota
SRR11674039,p__Actinomycetota
SRR11674041,p__Pseudomonadota
SRR11674044,p__Halobacteriota
SRR11674044,p__Desulfobacterota_F
SRR11674044,p__Pseudomonadota
SRR12473535,p__Pseudomonadota
SRR12473539,p__Actinomycetota
SRR13013686,p__Planctomycetota
SRR13013687,p__Planctomycetota
SRR13013688,p__Planctomycetota
SRR13013688,p__Verrucomicrobiota
SRR13013689,p__Verrucomicrobiota
SRR13013689,p__Planctomycetota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Delongbacteria
SRR13727517,p__Pseudomonadota
SRR13727517,p__Planctomycetota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Bacteroidota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Chloroflexota
SRR13727517,p__Bacteroidota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Actinomycetota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Verrucomicrobiota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Chlamydiota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727517,p__Pseudomonadota
SRR13727518,p__Bacteroidota
SRR13727518,p__Myxococcota
SRR13727518,p__Pseudomonadota
SRR13727518,p__Bacteroidota
SRR13727518,p__Bacteroidota
SRR13727518,p__Bacteroidota
SRR13727518,p__Pseudomonadota
SRR13727518,p__Campylobacterota
SRR13727519,p__Bacteroidota
SRR13727519,p__Pseudomonadota
SRR13727519,p__Actinomycetota
SRR13727519,p__Omnitrophota
SRR13727519,p__Pseudomonadota
SRR13727519,p__Actinomycetota
SRR13727519,p__Acidobacteriota
SRR13727519,p__Chlamydiota
SRR13727519,p__Pseudomonadota
SRR13727519,p__Pseudomonadota
SRR13727519,p__Myxococcota
SRR13727519,p__Actinomycetota
SRR13727519,p__Pseudomonadota
SRR13727519,p__Pseudomonadota
SRR13727519,p__Pseudomonadota
SRR13727519,p__Pseudomonadota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Bacteroidota
SRR13727520,p__Bacteroidota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Bacteroidota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Bacteroidota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Pseudomonadota
SRR13727520,p__Pseudomonadota
SRR13727521,p__Pseudomonadota
SRR13727521,p__Bacteroidota
SRR13727521,p__Pseudomonadota
SRR13727521,p__Bacteroidota
SRR13727521,p__Pseudomonadota
SRR13727522,p__Bacillota
SRR13727522,p__Campylobacterota
SRR13727522,p__Bacillota_A
SRR13727522,p__Pseudomonadota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Bacteroidota
SRR13727522,p__Bacteroidota
SRR13727522,p__Bacteroidota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Halobacteriota
SRR13727522,p__Bacteroidota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Pseudomonadota
SRR13727522,p__Bacillota_A
SRR13727523,p__Pseudomonadota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Elusimicrobiota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Myxococcota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Campylobacterota
SRR13727523,p__Actinomycetota
SRR13727523,p__Desulfobacterota
SRR13727523,p__Pseudomonadota
SRR13727523,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Actinomycetota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Chloroflexota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Pseudomonadota
SRR13727524,p__Actinomycetota
SRR13727524,p__Pseudomonadota
SRR13727525,p__Pseudomonadota
SRR13727525,p__Pseudomonadota
SRR13727525,p__Bacteroidota
SRR13727525,p__Bacillota_A
SRR13727525,p__JAHJDO01
SRR13727525,p__Bacteroidota
SRR13727525,p__Actinomycetota
SRR13727525,p__Thermoplasmatota
SRR13727525,p__Bacillota
SRR13727525,p__Cloacimonadota
SRR13727525,p__Synergistota
SRR13727525,p__Pseudomonadota
SRR13727525,p__Desulfobacterota
SRR13727525,p__Desulfobacterota
SRR13727525,p__Pseudomonadota
SRR13727525,p__Bacteroidota
SRR13727525,p__Halobacteriota
SRR13727526,p__Pseudomonadota
SRR13727526,p__Pseudomonadota
SRR13727526,p__Actinomycetota
SRR13727526,p__Actinomycetota
SRR13727526,p__Micrarchaeota
SRR13727526,p__Pseudomonadota
SRR13727526,p__Pseudomonadota
SRR13727526,p__Actinomycetota
SRR13727526,p__Nitrospirota
SRR13727526,p__Pseudomonadota
SRR13727526,p__Pseudomonadota
SRR13727526,p__Nitrospirota
SRR13727526,p__Pseudomonadota
SRR13727526,p__Bacteroidota
SRR13727526,p__Pseudomonadota
SRR13727527,p__Pseudomonadota
SRR13727527,p__Chloroflexota
SRR13727527,p__Pseudomonadota
SRR13727527,p__Campylobacterota
SRR13727527,p__Armatimonadota
SRR13727527,p__Gemmatimonadota
SRR13727527,p__Armatimonadota
SRR13727527,p__Actinomycetota
SRR13727527,p__Omnitrophota
SRR13727527,p__Desulfobacterota
SRR13727527,p__Pseudomonadota
SRR13727527,p__Chloroflexota
SRR13727527,p__Desulfobacterota_F
SRR13727527,p__Iainarchaeota
SRR13727527,p__Halobacteriota
SRR13727527,p__Omnitrophota
SRR13727527,p__Pseudomonadota
SRR13727527,p__Iainarchaeota
SRR13727527,p__Actinomycetota
SRR13727527,p__Verrucomicrobiota
SRR13727527,p__Desulfobacterota_B
SRR13727528,p__Bacteroidota
SRR13727528,p__Pseudomonadota
SRR13727528,p__Pseudomonadota
SRR13727528,p__Desulfobacterota_F
SRR13727528,p__Bdellovibrionota
SRR13727528,p__Campylobacterota
SRR13727528,p__Bacteroidota
SRR13727528,p__Edwardsbacteria
SRR13727528,p__Pseudomonadota
SRR13727528,p__Pseudomonadota
SRR13727528,p__Pseudomonadota
SRR13727528,p__Campylobacterota
SRR13727528,p__Bacteroidota
SRR13727529,p__Omnitrophota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Gemmatimonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Omnitrophota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727529,p__Pseudomonadota
SRR13727530,p__Pseudomonadota
SRR13727530,p__Actinomycetota
SRR13727530,p__Pseudomonadota
SRR13727530,p__Halobacteriota
SRR13727530,p__Halobacteriota
SRR13727530,p__Pseudomonadota
SRR13727530,p__Pseudomonadota
SRR13727530,p__Actinomycetota
SRR13727530,p__Pseudomonadota
SRR13727530,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Krumholzibacteriota
SRR13727531,p__Bacteroidota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Actinomycetota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Halobacteriota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Actinomycetota
SRR13727531,p__Desulfobacterota_F
SRR13727531,p__Halobacteriota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Bacteroidota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Campylobacterota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Pseudomonadota
SRR13727531,p__Nitrospirota
SRR13727531,p__Myxococcota
SRR13727532,p__Pseudomonadota
SRR13727532,p__Bacteroidota
SRR13727532,p__Pseudomonadota
SRR13727532,p__Pseudomonadota
SRR13727532,p__Pseudomonadota
SRR13727532,p__Pseudomonadota
SRR13727533,p__Actinomycetota
SRR13727533,p__Pseudomonadota
SRR13727533,p__Pseudomonadota
SRR13727533,p__Pseudomonadota
SRR13727533,p__Actinomycetota
SRR13727533,p__Pseudomonadota
SRR13727533,p__Bacteroidota
SRR13727533,p__Pseudomonadota
SRR13727533,p__Actinomycetota
SRR13727534,p__Chloroflexota
SRR13727534,p__Omnitrophota
SRR13727534,p__Actinomycetota
SRR13727534,p__Desulfobacterota_B
SRR13727534,p__Pseudomonadota
SRR13727534,p__Actinomycetota
SRR13727534,p__Desulfobacterota
SRR13727534,p__Pseudomonadota
SRR13727534,p__Pseudomonadota
SRR13727534,p__Pseudomonadota
SRR13727534,p__Bacteroidota
SRR13727534,p__Pseudomonadota
SRR13727534,p__Pseudomonadota
SRR13727534,p__Chloroflexota
SRR13727534,p__Chloroflexota
SRR13727534,p__Bacteroidota
SRR13727534,p__Pseudomonadota
SRR13727534,p__Omnitrophota
SRR13727534,p__Desulfobacterota_F
SRR13727534,p__Actinomycetota
SRR13727535,p__Pseudomonadota
SRR13727535,p__Pseudomonadota
SRR13727535,p__Desulfobacterota
SRR13727535,p__Pseudomonadota
SRR13727535,p__Bacteroidota
SRR13727535,p__Pseudomonadota
SRR13727535,p__Halobacteriota
SRR13727535,p__Pseudomonadota
SRR13727535,p__Pseudomonadota
SRR13727535,p__Pseudomonadota
SRR13727535,p__Bacillota
SRR13727535,p__Campylobacterota
SRR13727535,p__Spirochaetota
SRR13727535,p__Desulfobacterota
SRR13727536,p__Bacteroidota
SRR13727536,p__Pseudomonadota
SRR13727536,p__JABMQX01
SRR13727536,p__Zixibacteria
SRR13727536,p__Gemmatimonadota
SRR13727536,p__Chloroflexota
SRR13727536,p__Campylobacterota
SRR13727536,p__Latescibacterota
SRR13727536,p__Pseudomonadota
SRR13727536,p__Bacillota_A
SRR13727536,p__Bacillota_E
SRR13727537,p__Methanobacteriota
SRR13727537,p__Cloacimonadota
SRR13727537,p__Pseudomonadota
SRR13727537,p__Campylobacterota
SRR13727537,p__Pseudomonadota
SRR13727537,p__Pseudomonadota
SRR13727537,p__Halobacteriota
SRR13727537,p__Pseudomonadota
SRR13727538,p__Myxococcota
SRR13727538,p__Bacteroidota
SRR13727538,p__Bacteroidota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Myxococcota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Verrucomicrobiota
SRR13727538,p__Myxococcota
SRR13727538,p__Desulfobacterota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Bacteroidota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Campylobacterota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Bacteroidota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Pseudomonadota
SRR13727538,p__Nitrospirota
SRR13727539,p__Pseudomonadota
SRR13727539,p__Pseudomonadota
SRR13727539,p__Pseudomonadota
SRR13727539,p__Bacillota
SRR13727539,p__Pseudomonadota
SRR13727539,p__Pseudomonadota
SRR13727539,p__Pseudomonadota
SRR13727539,p__Methanobacteriota
SRR13727539,p__Bacteroidota
SRR13727540,p__Bacteroidota
SRR13727540,p__Pseudomonadota
SRR13727540,p__Pseudomonadota
SRR13727540,p__Bacteroidota
SRR13727540,p__Pseudomonadota
SRR13727540,p__Pseudomonadota
SRR13727540,p__Pseudomonadota
SRR13727540,p__Bacteroidota
SRR13727540,p__Verrucomicrobiota
SRR13727540,p__Pseudomonadota
SRR13727541,p__Halobacteriota
SRR13727541,p__Nitrospirota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Actinomycetota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Myxococcota
SRR13727541,p__Bacteroidota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Actinomycetota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Cloacimonadota
SRR13727541,p__Pseudomonadota
SRR13727541,p__Bacteroidota
SRR13727541,p__Bacteroidota
SRR13776092,p__Bacillota_E
SRR13776092,p__Atribacterota
SRR13776093,p__Bacillota_G
SRR13776093,p__Atribacterota
SRR13776093,p__Bacillota_F
SRR13776093,p__Bacillota_A
SRR13776093,p__Bacillota_G
SRR13776093,p__Bacillota_B
SRR13776094,p__Bacillota_A
SRR13776094,p__Bacillota_B
SRR13776094,p__Bacillota_A
SRR13776096,p__Bacillota_A
SRR13776096,p__Bacillota_H
SRR13776096,p__Bacillota_B
SRR13776096,p__DTU030
SRR13776097,p__Bacillota_H
SRR13776097,p__Actinomycetota
SRR13776098,p__Atribacterota
SRR13776098,p__Bacillota_A
SRR13776098,p__Bacillota_B
SRR13776098,p__Bacillota_A
SRR13776098,p__Bacillota_H
SRR13776099,p__DTU030
SRR13776099,p__Atribacterota
SRR13776099,p__Bacillota_A
SRR13776099,p__Bacillota_F
SRR13776100,p__Bacillota_A
SRR13776100,p__Bacillota_H
SRR13776100,p__Bacillota_B
SRR13776100,p__Bacillota_B
SRR13776101,p__Halobacteriota
SRR13776101,p__Thermoplasmatota
SRR14455375,p__Pseudomonadota
SRR14455375,p__Pseudomonadota
SRR14455375,p__Bacteroidota
SRR14455375,p__Bacteroidota
SRR14455375,p__Bacteroidota
SRR16108666,p__Planctomycetota
SRR16108666,p__Actinomycetota
SRR16108666,p__Pseudomonadota
SRR16108667,p__Pseudomonadota
SRR16108667,p__Planctomycetota
SRR16108668,p__Planctomycetota
SRR16108668,p__Pseudomonadota
SRR16108669,p__Pseudomonadota
SRR16108669,p__Pseudomonadota
SRR16108669,p__Planctomycetota
SRR16108669,p__Acidobacteriota
SRR16108669,p__Planctomycetota
SRR16108671,p__Actinomycetota
SRR16108671,p__Pseudomonadota
SRR16108672,p__Actinomycetota
SRR16108672,p__Pseudomonadota
SRR16108674,p__Cloacimonadota
SRR16108674,p__Actinomycetota
SRR16108674,p__Bacteroidota
SRR16108674,p__Actinomycetota
SRR16108675,p__Acidobacteriota
SRR16108675,p__Actinomycetota
SRR16108676,p__Pseudomonadota
SRR17658251,p__Desulfobacterota
SRR17658252,p__Pseudomonadota
SRR17658255,p__Desulfobacterota
SRR17658256,p__Gemmatimonadota
SRR17658257,p__Asgardarchaeota
SRR17658260,p__Acidobacteriota
SRR17658260,p__Halobacteriota
SRR17658262,p__Asgardarchaeota
SRR17658264,p__VGIX01
SRR17658264,p__Pseudomonadota
SRR17658265,p__Krumholzibacteriota
SRR17658266,p__Desulfobacterota
SRR17658268,p__Asgardarchaeota
SRR17658269,p__KSB1
SRR17658269,p__Chloroflexota
SRR17658270,p__Halobacteriota
SRR17658270,p__VGIX01
SRR17658271,p__Krumholzibacteriota
SRR17658271,p__Thermoproteota
SRR17658272,p__Krumholzibacteriota
SRR17658274,p__Asgardarchaeota
SRR17658275,p__Thermoproteota
SRR17658276,p__Krumholzibacteriota
SRR17658278,p__Thermoplasmatota
SRR17658278,p__Halobacteriota
SRR17658279,p__Asgardarchaeota
SRR17658279,p__Zixibacteria
SRR17658280,p__Krumholzibacteriota
SRR17658280,p__KSB1
SRR17658281,p__Halobacteriota
SRR17658283,p__Desulfobacterota_F
SRR17658283,p__Asgardarchaeota
SRR17658283,p__Krumholzibacteriota
SRR17658283,p__Nitrospirota
SRR17658284,p__Krumholzibacteriota
SRR17658284,p__Asgardarchaeota
SRR17658284,p__Nitrospirota
SRR17658285,p__Pseudomonadota
SRR17658287,p__Pseudomonadota
SRR17658287,p__Pseudomonadota
SRR17658287,p__Chloroflexota
SRR17658289,p__Nitrospirota
SRR17658291,p__Desulfobacterota_E
SRR17658292,p__Desulfobacterota
SRR17658293,p__Thermoproteota
SRR17658293,p__Desulfobacterota_B
SRR17658293,p__Chloroflexota
SRR17658293,p__Acidobacteriota
SRR17658295,p__Thermoproteota
SRR17658296,p__Pseudomonadota
SRR17658296,p__Desulfobacterota
SRR17658296,p__Desulfobacterota_E
SRR17658298,p__Desulfobacterota_B
SRR17658298,p__Acidobacteriota
SRR17658298,p__Pseudomonadota
SRR17658298,p__Pseudomonadota
SRR17658298,p__Acidobacteriota
SRR18576994,p__Proteobacteria
SRR18576994,p__Bacteroidota
SRR18576994,p__Proteobacteria
SRR18576994,p__Proteobacteria
SRR18576994,p__Proteobacteria
SRR18576994,p__Proteobacteria
SRR18576995,p__Eremiobacterota
SRR18576995,p__Bacteroidota
SRR18576995,p__Acidobacteriota
SRR18576995,p__Firmicutes
SRR18576995,p__Proteobacteria
SRR18576995,p__Chloroflexota
SRR18576995,p__Eremiobacterota
SRR18576995,p__Acidobacteriota
SRR18576995,p__Bacteroidota
SRR18576995,p__Verrucomicrobiota
SRR18576995,p__Proteobacteria
SRR18576995,p__Chloroflexota
SRR18576995,p__Armatimonadota
SRR18576995,p__Bacteroidota
SRR18576995,p__Proteobacteria
SRR18576995,p__Proteobacteria
SRR18576995,p__Armatimonadota
SRR18576995,p__Proteobacteria
SRR18576995,p__Proteobacteria
SRR18576995,p__Acidobacteriota
SRR18576995,p__Eremiobacterota
SRR18576995,p__Verrucomicrobiota
SRR18576995,p__Bacteroidota
SRR18576995,p__Armatimonadota
SRR18576995,p__Firmicutes
SRR18576995,p__Proteobacteria
SRR18576995,p__Actinobacteriota
SRR18576995,p__Verrucomicrobiota
SRR18576995,p__Actinobacteriota
SRR18576995,p__Actinobacteriota
SRR18576995,p__Actinobacteriota
SRR18576995,p__Firmicutes_A
SRR18576995,p__Actinobacteriota
SRR18576995,p__Planctomycetota
SRR18576995,p__Firmicutes
SRR18576995,p__Bacteroidota
SRR18576995,p__Proteobacteria
SRR18576995,p__Armatimonadota
SRR18576996,p__Myxococcota
SRR18576996,p__Cyanobacteria
SRR18576996,p__Chloroflexota
SRR18576996,p__Cyanobacteria
SRR18576996,p__Cyanobacteria
SRR18576996,p__Cyanobacteria
SRR18576996,p__Cyanobacteria
SRR18576996,p__Bacteroidota
SRR18576996,p__Cyanobacteria
SRR18576996,p__Chloroflexota
SRR18576996,p__Proteobacteria
SRR18576996,p__Bacteroidota
SRR18576996,p__Bacteroidota
SRR18576996,p__Bacteroidota
SRR18576996,p__Proteobacteria
SRR18576996,p__Myxococcota
SRR18576996,p__Proteobacteria
SRR18576996,p__Verrucomicrobiota
SRR18576996,p__Bacteroidota
SRR18576996,p__Cyanobacteria
SRR18576996,p__Cyanobacteria
SRR18576996,p__Chloroflexota
SRR18576996,p__Myxococcota
SRR18576996,p__Bacteroidota
SRR18576997,p__Chloroflexota
SRR18576997,p__Proteobacteria
SRR18576997,p__Chloroflexota
SRR18576997,p__Chloroflexota
SRR18576997,p__Chloroflexota
SRR18576997,p__Myxococcota
SRR18576997,p__Cyanobacteria
SRR18576997,p__Cyanobacteria
SRR18576997,p__Chloroflexota
SRR18576997,p__Chloroflexota
SRR18576997,p__Chloroflexota
SRR18576997,p__Proteobacteria
SRR18576997,p__Chloroflexota
SRR18576997,p__Proteobacteria
SRR18576997,p__Proteobacteria
SRR18576997,p__Chloroflexota
SRR18576997,p__Myxococcota
SRR18576997,p__Chloroflexota
SRR18576997,p__Cyanobacteria
SRR18576997,p__Cyanobacteria
SRR18576997,p__Actinobacteriota
SRR18576997,p__Bacteroidota
SRR18576997,p__Acidobacteriota
SRR18576997,p__Proteobacteria
SRR18576997,p__Proteobacteria
SRR18576997,p__Chloroflexota
SRR18576997,p__Chloroflexota
SRR18576997,p__Bacteroidota
SRR18576997,p__Proteobacteria
SRR18576997,p__Chloroflexota
SRR18576997,p__Chloroflexota
SRR18576998,p__Halobacteriota
SRR18576998,p__Chloroflexota
SRR18576998,p__Chloroflexota
SRR18576998,p__Gemmatimonadota
SRR18576998,p__Halobacteriota
SRR18576998,p__Actinobacteriota
SRR18576998,p__Bacteroidota
SRR18576998,p__Proteobacteria
SRR18576998,p__Firmicutes
SRR18576998,p__Firmicutes_C
SRR18576998,p__Fibrobacterota
SRR18576998,p__Bacteroidota
SRR18576998,p__Firmicutes_A
SRR18576998,p__Acidobacteriota
SRR18576998,p__Proteobacteria
SRR18576998,p__Firmicutes_A
SRR18576998,p__Bacteroidota
SRR18576998,p__Proteobacteria
SRR18576998,p__Desulfobacterota
SRR18576998,p__Cyanobacteria
SRR18576998,p__Actinobacteriota
SRR18576998,p__Bacteroidota
SRR18576998,p__Firmicutes_A
SRR18576998,p__Bacteroidota
SRR18576998,p__Proteobacteria
SRR18576998,p__Halobacteriota
SRR18576998,p__Firmicutes
SRR18576999,p__Cyanobacteria
SRR18576999,p__Chloroflexota
SRR18576999,p__Cyanobacteria
SRR18576999,p__Cyanobacteria
SRR18576999,p__Bacteroidota
SRR18576999,p__Chloroflexota
SRR18576999,p__Chloroflexota
SRR18576999,p__Cyanobacteria
SRR18576999,p__Proteobacteria
SRR18576999,p__Cyanobacteria
SRR18576999,p__Cyanobacteria
SRR18576999,p__Gemmatimonadota
SRR18576999,p__Bacteroidota
SRR18576999,p__Acidobacteriota
SRR18576999,p__Proteobacteria
SRR18576999,p__Myxococcota
SRR18576999,p__Cyanobacteria
SRR18576999,p__Myxococcota
SRR18576999,p__Bacteroidota
SRR18576999,p__Chloroflexota
SRR18576999,p__Gemmatimonadota
SRR18577000,p__Proteobacteria
SRR18577000,p__Proteobacteria
SRR18577000,p__Proteobacteria
SRR18577000,p__Proteobacteria
SRR18577000,p__Proteobacteria
SRR18577000,p__Proteobacteria
SRR18577001,p__Proteobacteria
SRR18577001,p__Chloroflexota
SRR18577001,p__Bacteroidota
SRR18577001,p__Chloroflexota
SRR18577001,p__Proteobacteria
SRR18577001,p__Myxococcota
SRR18577002,p__Proteobacteria
SRR18577002,p__Chloroflexota
SRR18577003,p__Proteobacteria
SRR18577003,p__Proteobacteria
SRR18577004,p__Proteobacteria
SRR18577004,p__Actinobacteriota
SRR18577004,p__Desulfobacterota
SRR18577004,p__Bacteroidota
SRR18577004,p__Bacteroidota
SRR18577004,p__Actinobacteriota
SRR18577004,p__Firmicutes
SRR18577004,p__Desulfobacterota
SRR18577004,p__Proteobacteria
SRR18577005,p__Desulfobacterota
SRR18577005,p__Proteobacteria
SRR18577005,p__Proteobacteria
SRR18577005,p__Thermoproteota
SRR18577005,p__Actinobacteriota
SRR18577005,p__Thermoproteota
SRR18577005,p__Bacteroidota
SRR18577005,p__Actinobacteriota
SRR18577005,p__Proteobacteria
SRR18577005,p__Firmicutes
